Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
31019012;ROULEAUX ALUMINIUM  200M      ;8.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;17:11:12
11003894;ESSUIE TOUT LUMA 4(de6)       ;14.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;11:39:49
23001229;ASSORTIMENT DE  6 PATISSERIES ;1.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;12:53:26
23001229;ASSORTIMENT DE  6 PATISSERIES ;1.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;12:53:36
10000204;BOISS ROUIBA COCKT 1L         ;1.000;BOISSONS                      ;10;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;12:53:56
10000610;JUS E T.PACK 100CL            ;1.000;BOISSONS                      ;10;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;12:54:13
12010235;CotexMouchoirsenBoitedoubleouv;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:44:18
11002468;Essuie-toutCotexClassic4Roulea;2.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:44:50
11002468;Essuie-toutCotexClassic4Roulea;1.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:45:46
12017572;PACK 3 BOITES MOUCHOIR WAFA   ;3.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:46:50
11002225;ESSUITOUTMAXI1=3              ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:47:12
11003297;LAVE VITRE 500ML              ;2.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:48:49
11000081;FORCE EXPRES LAVE VITRE 750 ML;1.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:49:23
11000844;JAVEL AIGLE 925ML             ;2.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:51:17
12004265;OE BABY LINGETTE RECHARGE     ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:55:54
12007834;MOUCHOIRS EN BOITE CUBIQUE X80;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;14:58:35
31018581;FOUCHETTE                     ;50.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;10:08:36
11003894;ESSUIE TOUT LUMA 4(de6)       ;30.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;10:08:21
35002207;GONFLEUR AC-592               ;1.000;AUTO                          ;35;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;09:22:48
10001505;IFRUIT TROPICAL 2L            ;1.000;BOISSONS                      ;10;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;09:20:19
23000376;CHAUSSON AU POMME             ;6.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;05/04/2017 ;09:20:05
10000269;E.MINER NATURELLE 50 CL (PET) ;72.000;BOISSONS                      ;10;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:27:12
14002206;NESCAFE CLASSIC JAR (12*100G) ;1.000;EPICERIE                      ;14;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:27:37
31002110;SERVIETTE DE TABLE (30/30)    ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:27:55
10000987;BOISSON ORANGE 200 CL         ;1.000;BOISSONS                      ;10;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:28:13
10002525;BOISSON MANGUE 2.00 L IFRUIT  ;2.000;BOISSONS                      ;10;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:28:31
23000376;CHAUSSON AU POMME             ;6.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:34:27
43001836;CABLE HDMI TO HDMI  1,5M      ;1.000;IMAGE & SON                   ;43;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:50:54
31018581;FOUCHETTE                     ;10.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;11:35:43
11001531;INDUSTRIEL 02 ROULEAUX        ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;11:36:06
45001226;GT-E 1200 Black               ;3.000;RADIOTELEPHONIE               ;45;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;12:43:04
45002447;TEL1050D PURE WHITE           ;3.000;RADIOTELEPHONIE               ;45;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;14:55:50
32015356;BOITE DARCHIVES PERSONNALISAB;20.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;04/04/2017 ;15:53:56
44004955;SOURIS USB EMSA5-145BK        ;1.000;INFORMATIQUE                  ;44;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;04/04/2017 ;15:54:22
14005770;THE VERT AU CITRONA           ;1.000;EPICERIE                      ;14;MOYENS GENERAUX;99;Auto-consommation;HANI;04/04/2017 ;09:26:20
