Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
14004181;SUCRE BLANC SKOR 5KG          ;20.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:13:38
24000009;ESCALOPE POULET TRAD          ;15.300;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;13:26:11
14016442;BONBON CAFFE  PAPILLON 1KG    ;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:02:37
14017547;BONBON AMIRAL DOY CAND J 350 G;2.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:03:33
14018099;HALKOUM AMRL DOY CND JELLY1KG ;5.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:03:51
14018045;BONBONS FOURRES HITSCHLER 1KG ;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:04:17
14008624;BONBON ECLAIRE  900G LAIT     ;3.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:04:41
14018133;CHEWY 2EN1 PARAGO 180G        ;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:05:39
14017836;BONBON  COLA  BOULBA 200GR    ;2.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:06:13
14008623;BONBON ECLAIRE  900G NOISETTE ;5.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:06:37
24000012;COMPENSE AVANT INCOMP SOUS VID;48.190;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;13:25:55
24000004;CUISSE POULET LS              ;14.815;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;13:25:14
14005236;MAIS PRINCESSE 400G           ;36.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:13:52
14003794;HUILE SAFIA 5L                ;8.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:14:08
22000113;PERSIL  BOTTE                 ;10.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:14:33
22000111;THYM  BOTTE                   ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:14:43
22000082;PETIT POIS                    ;2.028;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:15:06
22000128;SALADE LAITUE                 ;6.300;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:15:21
24000038;POULET ENTIER LS              ;34.280;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;11:24:09
24000009;ESCALOPE POULET TRAD          ;8.030;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;13:24:47
24000121;VIANDE DE VEAU SANS OS        ;7.715;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;13:25:02
14011501;BONBON REGLISE BOULBA 200G    ;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;10/01/2019 ;17:07:38
