Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
15001717;PUCK EN POT 140G              ;12.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:58:30
14006162;COUSCOUS MOYEN AMOUR 1KG      ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:02:28
10002662;PUR JUS DE GRENADE 75 CL      ;6.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:02:55
14009451;FARINE SUPERIEUR SAFINA 5KG   ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:03:11
14018051;TAPENADE NOIRE LILOT 170G    ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:03:27
14014457;CORNICHON BORNIER 680G        ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:03:37
14011510;CHAMPIGNON GOLDEN LAND 280G   ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:03:47
14007755;DC TOMA PASTE CAB 4 4 28% 800G;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:03:59
14017519;ANANAS EN SIROP ANSAR 565G    ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:04:11
14003081;CHICKEN LUNCHEON DANBORG 1650G;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:04:23
14014452;LUNCHON POULET BELLAT 1.8KG   ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:04:34
14000609;RIZ LONG BLANC SOS 1KG        ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:02:17
14015869;HARISSA TELLOISE 760 G        ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:02:07
14012385;HARISSA TOPY CASBAH 500G      ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:01:48
14018026;CONCEN TOMATE 28%TELLOISE 390G;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:58:46
14014670;SAUCE TOMATE AMOR BENAMOR 420G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:58:57
15003386;LAIT FERMENTE 1L              ;6.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:59:12
15001102;LAIT VIVA                     ;12.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:59:38
14010583;TRIP THON HUILE XTRA MILOU 65G;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:00:16
14018051;TAPENADE NOIRE LILOT 170G    ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:00:45
14017868;SAUCE PIQUANTE DAILY SAUCE900G;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:00:59
14018263;VINAIGRE PALADIN CIDRE 500ML  ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:01:15
14015551;KETCHUP DAILY 1KG             ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:01:29
10002946;PUR JUS DE GRENADE 25CL       ;12.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:01:41
14006162;COUSCOUS MOYEN AMOUR 1KG      ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:04:48
10000086;COCACOLA 33CL STD             ;48.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:05:07
14000160;FERRERO NUTELLA               ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:12:56
15001232;VACHE QUI RIT 24P             ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:13:08
15002730;BEURRE PLAQUETTES 250G        ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:13:31
14013140;CAFE INS RICH AR DAVIDOFF 100G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:13:53
14009608;CAFE SOLUBLE BOCA CARTE N 100G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:14:09
15001563;BEURRE ERRAIE 200 GR BARQUETTE;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:14:18
15002220;FLEURIAL BARQUETTE 500G       ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:14:38
15000451;CAMEMBERT 250GR PRESIDENT     ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:15:03
15004774;VQR OLIVE 4P                  ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:15:15
14000657;THE VERT DE CHINE CHAMEAU 85G ;7.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:15:27
15000164;BEBERE BARRE 600G             ;1.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:12:44
15000105;CHEEZY PETITE BARRE FONDU     ;1.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:12:36
14009901;TABL CHOCO OREO MILKA 100G    ;26.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:12:27
15001102;LAIT VIVA                     ;24.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:06:39
10000792;COCACOLA ZERO 1L PET          ;6.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:07:44
10002601;PUR JUS D ORANGE 75 CL        ;6.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:08:11
14004190;FLEURIAL 4L                   ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:08:49
14004180;SUCRE BLANC SKOR 1KG          ;10.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:09:04
14000489;SEMULE MOYENNE L AZIZA 4KG    ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:09:20
14015106;THE RICH MAGIC EXPER LOYD 68G ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:09:33
14015104;THE DARK MAGIC EXPER LOYD 68G ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:09:45
14008252;CAFE CARTE NOIRE 250G         ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:10:00
14000649;TAB CHOC CARAMEL MILKA 100GX21;26.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:12:10
14002452;CEREALE CRUNCH (14*375G)      ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;14:15:51
15001232;VACHE QUI RIT 24P             ;5.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:40:53
10000086;COCACOLA 33CL STD             ;48.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:45:43
10000097;FANTA FRAISE 33CL CANETTE     ;48.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:46:05
14004180;SUCRE BLANC SKOR 1KG          ;10.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:46:15
10002791;PEPSI 33CL PET                ;12.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:46:24
14000657;THE VERT DE CHINE CHAMEAU 85G ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:46:35
15001373;PUCK EN POTS 500 GRS X 6      ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:46:47
14014457;CORNICHON BORNIER 680G        ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:46:58
14018003;CHOCO CARAMEL BOIT CHOCOTY 1KG;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:47:04
14018320;MAYONNAISE NOOR 473 ML        ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:48:01
14018320;MAYONNAISE NOOR 473 ML        ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:48:13
15000164;BEBERE BARRE 600G             ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:45:42
15000451;CAMEMBERT 250GR PRESIDENT     ;6.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:45:21
10000960;EAU MINERALE GAZ MOUZAIA 125CL;6.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:45:06
14008252;CAFE CARTE NOIRE 250G         ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:41:07
14009608;CAFE SOLUBLE BOCA CARTE N 100G;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:41:21
14001233;SEMEN 800 GRS                 ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:41:41
14004196;MEDINA 900G                   ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:42:01
15001611;MARGARINE FLEURIAL 250 G  PLAQ;10.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:42:46
14000160;FERRERO NUTELLA               ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:43:07
14004189;FLEURIAL 1.8L                 ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:44:15
14000489;SEMULE MOYENNE L AZIZA 4KG    ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:44:43
14000489;SEMULE MOYENNE L AZIZA 4KG    ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:44:44
10000792;COCACOLA ZERO 1L PET          ;6.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:44:53
10001062;RED BULL 250ML                ;16.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:48:24
10000526;SIROP MENTHE VERRE 75CL       ;1.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:48:32
14009451;FARINE SUPERIEUR SAFINA 5KG   ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:53:38
10002697;CANDIA CITRON 1L TP           ;2.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:53:48
14018341;PIMENT MARINE THIKA 685G      ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:53:55
14015734;OLIVES COCKTAIL THIKA 540G    ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:54:14
14018263;VINAIGRE PALADIN CIDRE 500ML  ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:54:56
14011510;CHAMPIGNON GOLDEN LAND 280G   ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:55:07
14015734;OLIVES COCKTAIL THIKA 540G    ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:55:29
10003348;SIROP GRENADIN LEXQUISE PET 1L;1.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:57:00
14004848;DC TOMA PASTE 1 2 CAB 28% 400G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:57:17
14014452;LUNCHON POULET BELLAT 1.8KG   ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:57:34
14015696;COUSCOUS FIN BENAMOR 5KG      ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:53:05
14017902;KETCHUP THIKA 360G            ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:52:38
14018391;THON ENTIER  MARINARA HUILE   ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:52:01
10002946;PUR JUS DE GRENADE 25CL       ;36.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:48:45
14000642;TABL CHOCO DESSERT MILKA 100G ;22.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:48:50
10002601;PUR JUS D ORANGE 75 CL        ;12.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:49:00
14009901;TABL CHOCO OREO MILKA 100G    ;22.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:49:03
10002662;PUR JUS DE GRENADE 75 CL      ;6.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:49:21
14000649;TAB CHOC CARAMEL MILKA 100GX21;23.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:49:27
10002697;CANDIA CITRON 1L TP           ;8.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:50:32
14000609;RIZ LONG BLANC SOS 1KG        ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:50:54
14016405;POIS CHICHE SOS 1 KG          ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:51:05
14006162;COUSCOUS MOYEN AMOUR 1KG      ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:51:19
14003081;CHICKEN LUNCHEON DANBORG 1650G;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;15/05/2018 ;13:58:04
