Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
14000649;MILKA 100GR CARAMEL TBL (21)  ;46.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:53:10
14013819;MIEL PURE ERRAHIK 1KG         ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:57:29
14014550;CAFE GOLD SELECTION TCHIBO250G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:57:40
15003527;CREME FONDELICE 340G          ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:57:52
14014551;CAFE BLACK N WHITE TCHIBO 250G;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:58:03
15004749;BEURRE DOUX CEVITAL100% NAT 25;18.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:58:24
15000591;FROMAGE FRAIS FRAIDOU AIL&FINE;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:58:37
15002535;FROMAGE AIL FINES HERBES      ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:58:49
14015521;CAFE INST JACOBS MONARCH 190G ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:59:00
15001368;CREME LEBNA * 20              ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:59:09
15001232;VACHE QUI RIT 24P             ;18.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:59:31
15000451;CAMEMBERT 250GR PRESIDENT     ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:59:43
15001570;CREME FRAICHE EN VRAC         ;4.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;15:00:02
15002866;Camembert le delicieux de lAt;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;15:00:16
15004075;SURIMI DUO DE LANGOUSTE 150G  ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;15:00:24
15001607;MARGARINE MATINA 400 GRS BARQU;12.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;15:00:43
15002387;POULET FUME NATUREL 100G      ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:57:15
14017217;CAFE SOLUBLE CARTE NOIRE REFIL;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:57:06
14008625;Bonbon ECLAIRE  900G Chocolat ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:53:19
11006410;MIR BERLINGOT 3 250 ML M USAGE;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:53:34
31027018;CADRE ELEPHANT                ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:53:46
14015104;THE DARK MAGIC EXPER LOYD 68G ;3.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:54:58
14014082;CAFE GOLD SELECTION TCHIBO200G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:55:19
14018428;CHICOREE CAFE CHICOFI 200G    ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:55:32
14013140;CAFE INS RICH AR DAVIDOFF 100G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:55:40
15003747;CREME DE SAUMON FUME 150G     ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:55:55
15003323;TAPENADE 160G                 ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:04
15004654;POULPE SAUCE TOMATE LAIL      ;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:12
14002452;CEREALE CRUNCH (14*375G)      ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:20
14017847;CEREAL GEOSPACE CHOCORICE 200G;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:28
14017265;CERELAE CHOC DELICIALNO 200G  ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:37
14018279;CAFE JACOBS MONARCH 95G+40GRAT;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:46
14008252;CAFE CARTE NOIRE 250GR        ;10.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;14:56:56
15004274;Saumon fume LABEYRIE Ecosse 75;5.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;15:01:00
14004190;FLEURIAL 4L                   ;8.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;11/06/2018 ;15:02:42
