Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
10001358;Guedila 0,5L                  ;72.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;08:30:27
23000520;Mini Brownies chocolat        ;500.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;14:09:30
23000519;Mini Gateau Opera*10          ;500.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;14:09:01
23000683;pizza hotel                   ;999.999;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;14:08:27
23001670;MINI TARTE AUX CITRON MERINGUE;500.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;14:07:56
23000609;ENTREMET                      ;8.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;14:07:06
32008691;SCOTCH DE BUREAU  V02405T     ;3.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;11:16:37
31018308;GANTS DISPOSIBLE M 100 PCS    ;10.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;11:10:23
11001531;INDUSTRIEL 02 ROULEAUX        ;12.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;11:09:57
23000524;Mini Eclairs                  ;500.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;10/07/2018 ;14:09:56
