Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
14013073;SEMOULE MOYENNE FARELLA 10KG  ;6.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;11:34:44
14003527;SEMOULE MOYENNE SIM 2KG       ;16.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;12:33:30
14018474;SEMOULE MOYENNE FARELLA 2KG   ;15.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;12:38:05
14019675;SEMOULE MOYENNE PREM EXTRA2KG ;8.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:39:45
14018874;SEMOULE PREM MOYEN EXTRA 1KG  ;10.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;12:40:35
14004743;FARINE THIKA 1KG              ;9.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:41:29
14013961;SEMOULE FINE SIM 2KG          ;202.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:52:05
31026691;BOITE OASIS N 7               ;6.000;CONFORT DE LA MAISON          ;31;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;14:07:59
31026693;BOITE OASIS N 9               ;2.000;CONFORT DE LA MAISON          ;31;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;14:08:13
24000009;ESCALOPE POULET TRAD          ;26.300;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:09:23
24000038;POULET ENTIER LS              ;38.500;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:09:37
22000801;AMANDE EFFILEE AU KG          ;0.042;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:10:01
22000800;ANANAS SEC                    ;0.076;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;14:10:17
14013778;POIS CHICHE VERRE BONO 570G   ;24.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:10:28
24000121;VIANDE DE VEAU SANS OS        ;2.142;BOUCHERIE / VOLAILLE          ;24;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;14:10:46
22000107;CORIANDRE  BOTTE              ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:11:05
22000111;THYM  BOTTE                   ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:11:16
22000113;PERSIL  BOTTE                 ;2.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:11:27
14015243;SUCRE ROUX SAC SKOR 1KG       ;10.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;12:26:02
14012766;SEL TABLE IODE ETUI THIKA 500G;4.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:09:47
14013880;FARINE SUP T55 MAMA 5KG       ;10.000;EPICERIE                      ;14;;;Cession interne;CHERGUI;;;23/05/2019 ;11:35:28
14003370;SEMOULE MOYENNELABELLE 5KG    ;10.000;EPICERIE                      ;14;;;Cession interne;CHERGUI;;;23/05/2019 ;11:36:12
14015696;COUSCOUS FIN BENAMOR 5KG      ;9.000;EPICERIE                      ;14;POISSONERIE;21;Cession interne;CHERGUI;;;23/05/2019 ;11:39:14
14014904;COUSCOUS MOYEN AMOUR 5KG      ;6.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;11:40:30
14013073;SEMOULE MOYENNE FARELLA 10KG  ;6.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;11:41:56
14009451;FARINE SUPERIEUR SAFINA 5KG   ;4.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;11:43:15
14003546;FARINE SIM 1KG                ;20.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;11:45:54
14015016;FARINE SUP FLUIDE MAMA 1KG    ;20.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;11:47:09
14010808;FARINE SUPERIEURE MAMA 1KG    ;18.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;11:49:04
14001413;FARINE SUPERIEURE SAFINA 1KG  ;19.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;11:52:14
14003501;FARINE LA BELLE 1KG           ;38.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;11:54:13
14008902;FARINE EXTRA 1KG              ;10.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;11:57:51
14014508;SEL DE TABLE EXT FIN THIKA 1KG;19.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;12:02:39
14002871;SEL RAFINE EKOSEL 1KG         ;17.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:02:52
14014508;SEL DE TABLE EXT FIN THIKA 1KG;15.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;CHERGUI;;;23/05/2019 ;12:03:30
14003383;SEL DE CUISINE CHEMS 1KG      ;40.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:04:16
14014508;SEL DE TABLE EXT FIN THIKA 1KG;38.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;23/05/2019 ;12:06:48
24000121;VIANDE DE VEAU SANS OS        ;2.942;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;23/05/2019 ;14:12:03
