Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
12007423;WAFA Boite grand model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:33:55
11005496;MD RECHARGE MINI SPA 2X12ML   ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:23:51
12013735;SELPAK MOUCH CUB  48          ;4.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:23:30
11001531;INDUSTRIEL 02 ROULEAUX        ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:22:29
12007423;WAFA Boite grand model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:22:12
12007421;WAFA Boite grand model H      ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:22:01
11001470;ESSUIE TOUS 2*12              ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:21:44
12007426;WAFA Boite petit Model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:21:27
12007426;WAFA Boite petit Model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:21:12
12010235;CotexMouchoirsenBoitedoubleouv;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:21:02
11004276;FAMILIA ESSUIE TOUT 3+1*6     ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:20:39
11005902;ET 2 RLX COLORE CLEAN SOFT    ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:20:26
12018098;SILEN TP 4 ROULEAUX FLEUR     ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:19:47
12010234;CotexMouchoirsCompacteenBoite*;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:24:13
35002331;PAPIER POUR TABLEAU D BORD    ;1.000;AUTO                          ;35;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:24:26
12010234;CotexMouchoirsCompacteenBoite*;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:24:53
12007421;WAFA Boite grand model H      ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:33:43
12007423;WAFA Boite grand model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:32:50
12007417;BOITE MOUCHOIRE  MIDI   80 P  ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:30:40
12007417;BOITE MOUCHOIRE  MIDI   80 P  ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:30:38
12007834;MOUCHOIRS EN BOITE CUBIQUE X80;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:30:23
12007426;WAFA Boite petit Model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:27:13
12018099;SELPAK COMFOR BOITE 100       ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:26:59
12000559;PAPIA, MOUCHOIR EN BOITE 80*24;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;09/11/2017 ;12:26:36
