Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
14018907;SUCRE  CRISTALISE DADDY 1 KG  ;100.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;14:01:44
24000178;POITRINE DE VEAU TRAD         ;3.004;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:08:25
24000038;POULET ENTIER LS              ;22.600;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:07:25
22000111;THYM  BOTTE                   ;4.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:07:11
22000113;PERSIL  BOTTE                 ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:06:50
24000038;POULET ENTIER LS              ;12.020;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:06:35
22000420;CANELLE BATON                 ;0.088;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:06:11
22000730;PRUNEAUX SEC ALG              ;0.528;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:06:00
22000598;RAISINS SEC JAUNE IRAN        ;0.348;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:05:38
22000595;ABRICOTS SECS                 ;0.544;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:05:14
14001093;VINAIGRETT MOUT DIJ SIDNA 50CL;20.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:53:06
14004851;DC TOMATE 4 4 HELLO 28% 800G  ;4.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:53:22
14002081;HUILE OLEOR 5L                ;6.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;13:52:35
15001610;MARGARINE LA PARISIENNE 500 GR;200.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;13:52:07
15001611;MARGARINE FLEURIAL 250 G  PLAQ;200.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;13:51:44
22000839;OLIVES DENOYAUTEES COUPEES    ;12.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;13:19:19
22000830;OLIVES NOIRES                 ;10.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;13:19:04
14002097;LAIT EN POUDR SACHET LOYA 500G;12.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:54:51
14015222;HUILE OLIV PLASTIQUE SOCOSA 1L;8.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:54:18
14003133;TOMASAUCE JUMBO  1L           ;12.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:53:48
14014714;SMEN  JARS EL MORDJANE 900G   ;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:53:35
22000800;ANANAS SEC                    ;0.300;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:04:59
24000038;POULET ENTIER LS              ;36.362;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;12:03:21
22000839;OLIVES DENOYAUTEES COUPEES    ;12.000;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;11:55:16
15004234;UFS CLAIRE BLANC 30 PCS       ;2.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;11:53:25
15003465;PLATEAU DE 10PCS              ;1.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;11:52:51
15003464;PLATEAU DE 15PCS              ;2.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;11:52:36
15003615;OEUFS COCO RICO 30PCS         ;51.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;11:52:22
31019012;ROULEAUX ALUMINIUM  200M      ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENEREAUX;;Cession interne;CHERGUI;;;19/05/2019 ;11:51:56
22000825;OLIVES VERTES DENOYAUTEES     ;0.902;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;11:50:47
32012566;RAME DE PAPIER VERTEX A4 80G  ;20.000;CULTURE-PAPETRIE              ;32;MOYENS GENEREAUX;;Cession interne;CHERGUI;;;19/05/2019 ;11:50:15
30006057;PILE VERTEX ALKALINE 2P LR06  ;6.000;BRICOLAGE                     ;30;MOYENS GENEREAUX;;Cession interne;CHERGUI;;;19/05/2019 ;11:50:02
22000595;ABRICOTS SECS                 ;0.608;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;11:56:11
22000800;ANANAS SEC                    ;0.300;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;11:56:29
14004196;MEDINA 900G                   ;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;12:02:13
15001610;MARGARINE LA PARISIENNE 500 GR;198.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;12:01:25
15001611;MARGARINE FLEURIAL 250 G  PLAQ;200.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;12:00:44
15003615;OEUFS COCO RICO 30PCS         ;20.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;19/05/2019 ;12:00:01
31019012;ROULEAUX ALUMINIUM  200M      ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENEREAUX;;Cession interne;CHERGUI;;;19/05/2019 ;11:58:08
31008497;RAPE 6 IN 1 METALTEX  194623  ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENEREAUX;;Cession interne;CHERGUI;;;19/05/2019 ;11:57:44
22000598;RAISINS SEC JAUNE IRAN        ;0.492;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;11:57:27
22000730;PRUNEAUX SEC ALG              ;0.604;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;11:57:10
22000898;BANANE SECHEE                 ;0.102;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;19/05/2019 ;11:56:59
32015356;BOITE D ARCHIVES PERSONNALISAB;30.000;CULTURE-PAPETRIE              ;32;MOYENS GENEREAUX;;Cession interne;CHERGUI;;;19/05/2019 ;11:49:51
