Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
24000121;VIANDE DE VEAU SANS OS LS     ;0.720;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;14/06/2018 ;11:13:18
14014710;MAIZENA EL MORDJANE 500G      ;16.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:29:20
14003383;SACHET CARRE 1KG  CHAMSI      ;9.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:30:13
14005470;SUCRE 1KG                     ;4.000;EPICERIE                      ;14;BOUCHERIE VOLLAILLE;24;Cession interne;ELSALGER1;;;14/06/2018 ;12:30:47
14004180;SKOR 1K                       ;12.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:31:40
14004180;SKOR 1K                       ;3.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:32:19
14018265;SUCRE BLANC CRIST EL BAHIA 2KG;5.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:33:16
14018264;SUCRE BLANC CRIST EL BAHIA 1KG;9.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:34:36
14005466;SEL IODE 900 G                ;7.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:35:26
14003377;SACHET CARRE 1KG              ;3.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:36:07
14000317;SUCRE GLACE MONT BLANC 500GR  ;8.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:28:35
14000317;SUCRE GLACE MONT BLANC 500GR  ;34.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:19:39
14003447;noix de coco 200g sach MAGDA  ;3.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:04:51
14004180;SKOR 1K                       ;16.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:05:52
14018176;RIZ ETUVE RAISSA 1KG          ;1.000;EPICERIE                      ;14;FRUITS ET LEGUMES;22;Cession interne;ELSALGER1;;;14/06/2018 ;12:06:57
14015276;SUCRE ROUX SAC SKOR 750G      ;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:07:10
14018264;SUCRE BLANC CRIST EL BAHIA 1KG;7.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:08:45
14004180;SKOR 1K                       ;3.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:09:12
14018265;SUCRE BLANC CRIST EL BAHIA 2KG;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:09:38
14005464;SUCRE GLACE 500G              ;8.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:10:54
14014710;MAIZENA EL MORDJANE 500G      ;26.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:15:47
14015423;MAIZENA THIKA 500G            ;19.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;14/06/2018 ;12:37:23
