Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
11002881;ESSUIE TOUT COTEX PLUS X2     ;10.000;DROGUERIE                     ;11;BOULANGERIE;23;Cession interne;CHERGUI;;;15/05/2019 ;13:18:36
22000107;CORIANDRE  BOTTE              ;17.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:23:20
22000118;MENTHE  BOTTE                 ;6.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:23:42
22000755;CELERIE EN BOTTE              ;11.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:24:00
14003527;SEMOULE MOYENNE SIM 2KG       ;18.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:32:09
14019585;EAU DE FLEUR MARIHANE 75CL    ;12.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:32:37
14013778;POIS CHICHE VERRE BONO 570G   ;36.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:33:37
14005471;SUCRE THIKA  5KG              ;30.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:33:54
14007679;THON ENTIER HUILE RICAMAR 1KG ;60.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:34:18
14003794;HUILE SAFIA 5L                ;12.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:35:09
24000044;ESCALOPE DE DINDE LS          ;10.830;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:22:53
24000121;VIANDE DE VEAU SANS OS        ;2.000;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:22:35
31019013;ROULEAUX ALUMINIUM  300M      ;1.000;CONFORT DE LA MAISON          ;31;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:22:12
11001716;ESSUIE TOUT COTEX CLASSIC X2  ;1.000;DROGUERIE                     ;11;BOULANGERIE;23;Cession interne;CHERGUI;;;15/05/2019 ;13:18:49
11006346;ESSUIE TOUT COTEX ARTISTICO X2;1.000;DROGUERIE                     ;11;BOULANGERIE;23;Cession interne;CHERGUI;;;15/05/2019 ;13:18:59
15003615;OEUFS COCO RICO 30PCS         ;30.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;CHERGUI;;;15/05/2019 ;13:19:12
24000038;POULET ENTIER LS              ;57.335;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:20:21
24000121;VIANDE DE VEAU SANS OS        ;2.126;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:20:43
24000009;ESCALOPE POULET TRAD          ;9.800;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:20:57
11006804;ESSUIE TOUT LA STAR MAXI 720F ;5.000;DROGUERIE                     ;11;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:21:09
14014359;EAU DE FLEUR D ORANGER 600ML  ;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:21:32
14019631;POIS CHICHES BOC GOLD FOOD580G;3.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:21:56
14000325;BICARBONATE MAGDA 20G         ;40.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;15/05/2019 ;13:35:37
