Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
14011999;HARICOTS VERTS PRINCESSE 400G ;2.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;04/12/2018 ;09:55:15
10003627;MIRINDA CITRON PET 33CL       ;9.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:21:23
10003006;EAU MINERALE NGAOUES 50 CL    ;9.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:21:11
30008362;GRATTOIR P/PLASTIC N 16       ;1.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:20:50
30006200;GRATTOIR DE CHANTIER 16       ;1.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:20:10
20000638;ZALABIYA  ARDIS               ;1.831;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:19:56
14018907;SUCRE  CRISTALISE DADDY 1 KG  ;90.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;04/12/2018 ;12:16:08
14018739;MOUTARDE ANCIEN PROCHEESE 350G;16.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;04/12/2018 ;12:15:11
14002081;HUILE OLEOR 5L               ;10.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;04/12/2018 ;12:14:35
20000884;GRATIN DE POULET              ;3.090;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:22:13
30008260;SCOTCH PETIT MODELE PMBLEU    ;1.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;;;04/12/2018 ;14:22:31
22000801;AMANDE EFFILEE                ;0.204;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;CHERGUI;;;04/12/2018 ;14:36:54
