Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
65004465;RIDEAUX CIRCLE                ;3.000;LINGE DE MAISON               ;65;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;11:49:31
10002163;COCKTAIL ANANAS 2L PET        ;1.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:17:42
10003398;BOISSON ORANGE PECHE 200CL    ;2.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:17:23
10002162;COCKTAIL FRUITS ROUGES 2L PET ;2.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:17:09
10002161;BOIS ORANG CAROT CITRON 2L PET;2.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:16:50
31016724;GOBELET TRANSPARENT           ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:16:22
31018581;FOUCHETTE                     ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:15:34
33012667;BALLON LATEX DIVERS CREATION  ;3.000;LOISIR - JOUETS               ;33;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:15:16
31020041;ASSIETTE JETABLE 20 PCS       ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:14:57
31026981;SERVIETTE DE TABLE COTEX LUXE ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:13:44
32021455;CISEAUX EXPERT                ;1.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;15:44:02
31014461;ESSENCE MULTI USAGE 17        ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;15:43:14
10001810;Cocktail aux fruits PET 200cl ;1.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;07/03/2018 ;16:17:57
