Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
14018473;SEMOULE FINE FARELLA 1KG      ;10.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;10:27:19
24000044;ESCALOPE DE DINDE LS          ;10.200;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:20:09
24000004;CUISSE POULET LS              ;15.200;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:19:44
24000038;POULET ENTIER LS              ;21.360;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:19:30
15004636;CREVETTE SANS TETE 500G 51 60 ;10.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:29:52
15000604;FILET DE SOLE PANGAS 1KG      ;10.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:29:42
14012873;THON ENTIER HUILE ELBEY 1KG   ;24.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:29:29
22000837;DERSSA HARISSA                ;8.000;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;12:13:11
15002571;DIOUL 10 FEUILLES 180G        ;10.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:29:00
15003462;PLATEAU MOYEN CALIBRE 30PCS   ;5.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:28:48
10003533;PEPSI PET 150CL               ;36.000;BOISSONS                      ;10;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:28:39
22000839;OLIVES DENOYAUTEES COUPEES    ;6.000;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;10:27:34
24000009;ESCALOPE POULET TRAD          ;14.780;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:20:28
24000153;MERGUEZ SPECIAL ARDIS         ;8.460;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:20:43
14003841;PAIN MIE MASTER PAIN 800G     ;5.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;10:29:15
14017192;HUILE VEGETALE DORYA 5L       ;6.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;12:03:35
14004180;SUCRE BLANC SKOR 1KG          ;50.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;12:03:20
14003383;SEL DE CUISINE CHEMS 1KG      ;30.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;12:03:06
24000121;VIANDE DE VEAU SANS OS        ;6.750;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;12:02:40
22000597;RAISINS SECS MARRON TUR       ;4.000;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;12:02:15
14013446;ANNANAS TRANCHE DYLIA 850G    ;12.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;CHERGUI;;;16/02/2019 ;12:02:01
15005139;ANNEAUX DE CALAMARS 1KG       ;6.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:48:31
15004904;CREME FRAICHE LIQUIDE 90CL    ;5.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:27:32
22000825;OLIVES VERTES DENOYAUTEES     ;6.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:21:29
22000830;OLIVES NOIRES                 ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:21:13
24000121;VIANDE DE VEAU SANS OS        ;10.790;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;;;16/02/2019 ;11:21:04
15004635;CREVETTE DECORTIQUEE 100 100  ;10.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;;;15/02/2019 ;11:08:24
15005088;ELNADER CALAMAR TUBE NETT 1KG ;6.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;RASSOULI;;;15/02/2019 ;11:09:14
15003462;PLATEAU MOYEN CALIBRE 30PCS   ;13.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;RASSOULI;;;15/02/2019 ;11:11:18
