Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
14014173;SUCRE BONAL BOITE 200STK      ;1.000;EPICERIE                      ;14;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;09:58:41
32026933;FLEUR EN RUBAN CADEAU         ;999.999;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;11:02:23
32026932;PINCE DOUBLE CLIP 25 MM       ;999.999;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;11:01:59
31023418;BARQUETTE ALUMINIUM 650 CL    ;999.999;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;11:01:32
32026931;PINCE DOUBLE CLIP 32MM        ;999.999;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;11:01:11
32020720;REGLE DOUBLE DECIMETRE MAPED14;800.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;11:00:20
32021701;ROLIDO                        ;600.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:59:24
31025561;CINTRES PLAS AVEC PINCE 35 CM ;500.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:59:01
31025560;CINTRES PLAS AVEC PINCE 27 CM ;300.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:58:36
31024343;BOL EN POLYESTER              ;300.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:58:06
32027128;FIL PORT BADGES 1,5MM         ;200.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:57:36
30007826;LAMPE NEON 060M               ;200.000;BRICOLAGE                     ;30;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:57:07
32027127;PORTE BADGE B2                ;100.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:56:39
14014037;SUCRE STICK THIKA 8G*150      ;1.000;EPICERIE                      ;14;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:02:28
14005425;SUCRE STIK /8GR               ;3.000;EPICERIE                      ;14;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;10:01:48
14010862;SUCRE STIK NOUNOURS 5GR       ;9.000;EPICERIE                      ;14;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;09:59:34
31020036;12 BARQUETTES 650 CL          ;126.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX;99;Auto-consommation;ELSALGER1;18/09/2017 ;11:02:50
