Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
22000552;PIMENT DOUX MAROCAIN          ;0.038;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;15:41:38
31027705;FILM TRANSPARENTE 30 M        ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:30:24
31018581;FOUCHETTE                     ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:30:08
11000325;ROULEAU ALUMINUM 10M          ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:29:54
31000745;ZIP MASTER                    ;4.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:29:43
31018582;CUILLERE GF                   ;4.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:29:18
32020080;RAMETTES A4 80GR              ;1.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:29:04
11000264;ROULEAU ALUMINUM 5M           ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:28:55
31000745;ZIP MASTER                    ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:28:43
31027705;FILM TRANSPARENTE 30 M        ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:28:26
32012566;RAME DE PAPIER VERTEX A4 80G  ;4.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:28:07
11000340;FILM TRANSPARENT 30M          ;7.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:27:41
32012566;RAME DE PAPIER VERTEX A4 80G  ;2.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:26:31
31000745;ZIP MASTER                    ;3.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:26:16
31001858;SERVIETTE DE TABLE            ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:26:04
31027705;FILM TRANSPARENTE 30 M        ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:25:49
31027704;FILM TRANSPARENTE 10 M        ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:25:40
31007940;Serviette 30x30/ 80 UT Imprime;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:30:55
31018581;FOUCHETTE                     ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:31:12
11005283;LAVETTE INOX 2PIECE           ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;14:31:37
31024757;CORBEILLE VENISE DENTELLE     ;5.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;18/06/2018 ;15:34:17
