Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
14013778;POIS CHICHE VERRE BONO 570G   ;4.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:11:46
22000755;CELERIE EN BOTTE              ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:20:23
14003133;TOMASAUCE JUMBO  1L           ;12.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:20:42
24000121;VIANDE DE VEAU SANS OS        ;1.528;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:22:04
24000117;BASSE COTE DE VEAU LS         ;2.752;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:22:25
14013778;POIS CHICHE VERRE BONO 570G   ;12.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:24:31
14003133;TOMASAUCE JUMBO  1L           ;4.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:24:48
15005278;FROMAGE FONDU 2KG             ;2.000;P.L.S.                        ;15;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:25:04
14002085;HUILE AFIA 5L                 ;4.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:25:21
24000038;POULET ENTIER LS              ;29.502;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:25:53
24000117;BASSE COTE DE VEAU LS         ;2.756;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:26:53
22001323;MELANGE POUR CHORBA           ;0.182;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:27:31
22001436;FRIK 1ER CHOIX                ;0.368;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:27:45
22000830;OLIVES NOIRES                 ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:19:52
22000107;CORIANDRE  BOTTE              ;10.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:19:39
22000118;MENTHE  BOTTE                 ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:19:25
31019013;ROULEAUX ALUMINIUM  300M      ;2.000;CONFORT DE LA MAISON          ;31;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:12:18
22000872;MENTHE POULIOT  FLIOU  BOTTE  ;1.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:15:11
22000107;CORIANDRE  BOTTE              ;2.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:15:27
14018933;PACK MIX POULET JUMBO 7GX30X24;1.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:15:54
11001472;NET VITRE DORIFLOR 1L         ;4.000;DROGUERIE                     ;11;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:17:13
14017896;POIS CHICHE CU BOCAL THIKA570G;36.000;EPICERIE                      ;14;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:17:30
31027803;METALIQUE BIG 1P              ;7.000;CONFORT DE LA MAISON          ;31;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:17:44
31027802;METALIQUE 10P                 ;3.000;CONFORT DE LA MAISON          ;31;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:17:53
31021061;FIBRE ABRASIVE VERT X2 SPLENDE;1.000;CONFORT DE LA MAISON          ;31;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:18:04
22000111;THYM  BOTTE                   ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:18:23
24000038;POULET ENTIER LS              ;39.910;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:18:44
22000113;PERSIL  BOTTE                 ;5.000;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;12:19:14
24000038;POULET ENTIER LS              ;20.700;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;CHERGUI;02/06/2019 ;15:19:43
