Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
14003383;SACHET CARRE 1KG  CHAMSI      ;23.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;08:59:15
22000744;BANANE                        ;1.734;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;11:59:20
22000311;KIWI IMP 1C                   ;0.228;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;11:59:34
22000260;CLEMENTINE                    ;0.288;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;11:59:45
22000167;RAISIN RED GLOBE LOCAL        ;9.350;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:00:54
22000744;BANANE                        ;8.000;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:01:09
22000121;POMME ROUGE LOCAL             ;4.522;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:01:28
22000114;POMME VERTE LOCAL             ;2.086;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:01:49
22000120;POMME VERTE IMPORTATION       ;0.904;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:02:35
22000175;POIRE SANTA MARIA LOCAL       ;1.796;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:02:48
22000744;BANANE                        ;12.620;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;12:02:57
15001611;MARGARINE FLEURIAL 250 G  PLAQ;40.000;P.L.S.                        ;15;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;15:38:01
14014070;MAIZENA SIHEM 200G            ;36.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;15:38:20
14017192;HUILE VEGETALE DORYA 5L       ;6.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;15:39:03
14011159;LAIT ENT PDRE INST BORJOT 500G;12.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;15:39:25
14005627;sucre glace bidon 700gr       ;24.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;15:39:43
14004181;SKOR 5K                       ;10.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;15:40:27
22000175;POIRE SANTA MARIA LOCAL       ;0.412;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;11:59:10
22001153;ORANGE DE TABLE LOCAL         ;0.266;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;11:58:58
14017310;SEL DE CUISINE EKOSEL 1 KG    ;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;08:59:46
14003383;SACHET CARRE 1KG  CHAMSI      ;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;09:07:12
14015596;LAIT POUDRE CHEFA BOITE 1KG   ;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;09:07:27
14004181;SKOR 5K                       ;2.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;09:37:35
14004180;SKOR 1K                       ;7.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;09:42:50
14013967;FARINE SUP DICOPA 1KG         ;1.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;09:44:39
14001413;FARINE SUPERIEURE 01 KG       ;6.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;05/11/2017 ;09:48:39
