Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
41005700;ASPIRATEUR BS9012             ;1.000;PEM                           ;41;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;08:29:32
10000927;EAU MINI NAT BOUCHON SPORT JUN;12.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:59:01
23001363;PAIN BAGUETTE AU SEMOULE ARDIS;8.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:59:22
31018582;CUILLERE GF                   ;100.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:59:48
11001992;Rouleaux en aluminium menager ;3.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;14:55:42
30007873;FAUX PLAFOND                  ;80.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:13:52
30007876;TUBE NEON 28W/840             ;25.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:14:10
30007877;TUBE NEON 35W/840             ;25.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:14:29
30007878;TUBE NEON 18W/840             ;25.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:14:50
30007879;TUBE NEON 36W/840             ;25.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:15:17
30007880;FLEXIBLES DE GAZ 1 M          ;3.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:15:36
30007881;FLEXIBLES DE GAZ 1,5 M        ;3.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:15:53
30007882;FLEXIBLES DE GAZ 2 M          ;3.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:16:26
10003418;COCA COLA PET 25 CL           ;12.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:58:47
20000478;BOUREK                        ;12.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:58:04
20000557;SALADE FROMAGERE              ;12.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:57:53
23001340;ASSORTIMENT DE 4 TARTES MM    ;2.000;BOULANGERIE / PATISSERIE      ;23;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;08:50:39
10000202;BOISS ROUIBA ORANG 1L         ;1.000;BOISSONS                      ;10;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;08:50:56
31018240;SAC ARDIS                     ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;08:52:37
32023562;BOITE A ARCHIVE EN CARTON ASS ;6.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;09:02:43
32008781;PUNAISE VERTEX v912           ;2.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;09:25:28
31013984;TIGE BROCHETTE BOIS 100 PCS   ;2.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;09:25:41
65003866;RIDEAUX  MANDALA              ;1.000;LINGE DE MAISON               ;65;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;09:27:25
11006292;INCENSE STICKS SARIGAMA 45G   ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;09:27:51
31022296;Bougie ordinaire              ;1.000;CONFORT DE LA MAISON          ;31;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;09:28:33
32012948;REGISTRE  -  5 Mains  70 gr   ;5.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;12:18:00
20000739;Gratin a La Viande            ;3.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:57:35
20000762;tajine zitoun                 ;5.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;13:57:43
30007883;VIS PERFORATEUR               ;999.999;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;29/11/2017 ;15:16:50
