Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
14015272;FLAN CHOCO FLANO 2D 100G      ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:44:22
14005466;SEL IODE THIKA  900G          ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:50:16
15001607;MARGARINE MATINA 400 GRS BARQU;1.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:50:03
15001051;MARGARINE VEGETALE 500G       ;999.999;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:49:49
15004749;BEURRE DOUX CEVITAL100% NAT 25;2.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:49:30
15001375;BEURRE LURPACK 500 GRS*20     ;1.000;P.L.S.                        ;15;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:49:22
14017584;THE VERT CHAMEAU GOLD 200G    ;2.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:49:12
14003546;FARINE SIM 1KG                ;9.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:49:03
14002452;CEREALE CRUNCH (14*375G)      ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:48:41
14000160;FERRERO NUTELLA               ;1.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:50:24
22000415;POIVRE NOIR MOULU             ;1.004;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:50:41
14010561;THE CHAMEAU 250GR             ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:54:49
14010023;POIS CASSE BORJOT 1KG         ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:54:38
14001499;LENTILLES SUP 1KG             ;6.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:54:29
14004190;FLEURIAL 4L                   ;4.000;EPICERIE                      ;14;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:52:51
22000584;AMANDE AVEC PEAU              ;1.012;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;ELSALGER1;28/05/2018 ;14:51:40
