Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;DATE;HEURE
20000557;SALADE FROMAGERE              ;2.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;14:50:11
20000886;ESCALOUPE GRILLE              ;0.400;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;14:49:59
22001212;OLIVE NOIR DINOYAUTE          ;0.176;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;10:47:20
22000093;AVOCAT  IMPORTATION           ;0.516;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;10:47:02
22000843;Anchois                       ;0.386;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;10:46:39
32025496;CHEMISE RABAT LUSTRE ELASTIQUE;24.000;CULTURE-PAPETRIE              ;32;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;10:44:38
11001531;INDUSTRIEL 02 ROULEAUX        ;5.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;30/07/2018 ;10:35:15
30001349;D 031 MONOBLOC 6P/INT/ C5M    ;1.000;BRICOLAGE                     ;30;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;29/07/2018 ;11:10:10
22000093;AVOCAT  IMPORTATION           ;0.582;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;29/07/2018 ;15:32:05
20000886;ESCALOUPE GRILLE              ;1.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;29/07/2018 ;15:35:49
20000557;SALADE FROMAGERE              ;1.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;29/07/2018 ;15:36:41
11004085;DESO JASMIN 750ML             ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;29/07/2018 ;15:38:30
11005957;ESSUIE-TOUT COTEX PLUS 4R+2 R ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:45:47
11005980;ESS SIM 2R MIRA PLUS          ;2.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:45:28
12021436;MOUCHOIR EN BOITE 80 PM       ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:45:00
12007426;WAFA Boite petit Model        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:44:50
12007421;WAFA Boite grand model H      ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:44:27
12007423;WAFA Boite grand model        ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:44:00
12015559;BOIT MOUCHOIR 70 FRESH        ;1.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:44:11
12013735;SELPAK MOUCH CUB  48          ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:43:48
12021438;MOUCHOIR EN BOITE  140 GM     ;5.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:43:36
22000093;AVOCAT  IMPORTATION           ;0.752;FRUITS ET LEGUMES             ;22;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;10:51:50
11001524;IMPRIME E 04 ROULEAUX         ;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:46:05
11003160;ESSUIE TOUT DECORE 6 ROULEAUX ;2.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:46:33
20000886;ESCALOUPE GRILLE              ;0.410;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;14:53:57
20000557;SALADE FROMAGERE              ;2.000;CHARCUTERIE/TRAITEUR          ;20;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;14:53:40
12007423;WAFA Boite grand model        ;2.000;PARFUMERIE HYGIENE            ;12;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:49:28
11003796;ESSUIE-TOUT   COTEX   MEGA 1=4;1.000;DROGUERIE                     ;11;MOYENS GENERAUX ALGER;99;Auto-consommation;CHERGUI;26/07/2018 ;11:49:13
